"FullName","Name"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Judas Priest - You've Got Another Thing Comin'.cdg","Judas Priest - You've Got Another Thing Comin'.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Judas Priest - You've Got Another Thing Comin'.MP3","Judas Priest - You've Got Another Thing Comin'.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Korn - Here To Stay.cdg","Korn - Here To Stay.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Korn - Here To Stay.mp3","Korn - Here To Stay.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Korn - Somebody Someone.cdg","Korn - Somebody Someone.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Korn - Somebody Someone.mp3","Korn - Somebody Someone.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Korn - Twisted Transistor.cdg","Korn - Twisted Transistor.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Korn - Twisted Transistor.mp3","Korn - Twisted Transistor.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Krokus - Eat The Rich.cdg","Krokus - Eat The Rich.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Krokus - Eat The Rich.MP3","Krokus - Eat The Rich.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Krokus - Midnite Maniac.cdg","Krokus - Midnite Maniac.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Krokus - Midnite Maniac.mp3","Krokus - Midnite Maniac.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Led Zeppelin - Black Dog.cdg","Led Zeppelin - Black Dog.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Led Zeppelin - Black Dog.mp3","Led Zeppelin - Black Dog.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Led Zeppelin - Dazed and Confused.cdg","Led Zeppelin - Dazed and Confused.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Led Zeppelin - Dazed and Confused.mp3","Led Zeppelin - Dazed and Confused.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Led Zeppelin - Heart Breaker (Living Loving Maid).cdg","Led Zeppelin - Heart Breaker (Living Loving Maid).cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Led Zeppelin - Heart Breaker (Living Loving Maid).mp3","Led Zeppelin - Heart Breaker (Living Loving Maid).mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Led Zeppelin - Immigrant Song.cdg","Led Zeppelin - Immigrant Song.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Led Zeppelin - Immigrant Song.mp3","Led Zeppelin - Immigrant Song.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Led Zeppelin - Mist Mountain Hop.cdg","Led Zeppelin - Mist Mountain Hop.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Led Zeppelin - Mist Mountain Hop.mp3","Led Zeppelin - Mist Mountain Hop.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Led Zeppelin - Rock And Roll.cdg","Led Zeppelin - Rock And Roll.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Led Zeppelin - Rock And Roll.mp3","Led Zeppelin - Rock And Roll.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Led Zeppelin - Stairway To Heaven.cdg","Led Zeppelin - Stairway To Heaven.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Led Zeppelin - Stairway To Heaven.mp3","Led Zeppelin - Stairway To Heaven.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Led Zeppelin - Whole Lotta Love.cdg","Led Zeppelin - Whole Lotta Love.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Led Zeppelin - Whole Lotta Love.mp3","Led Zeppelin - Whole Lotta Love.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Marillion - Kayleigh.cdg","Marillion - Kayleigh.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Marillion - Kayleigh.mp3","Marillion - Kayleigh.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Megadeath - Symphony Of Destruction.cdg","Megadeath - Symphony Of Destruction.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Megadeath - Symphony Of Destruction.MP3","Megadeath - Symphony Of Destruction.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Moore, Gary & Phil Lynott - Out In The Fields.cdg","Moore, Gary & Phil Lynott - Out In The Fields.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Moore, Gary & Phil Lynott - Out In The Fields.mp3","Moore, Gary & Phil Lynott - Out In The Fields.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Moore, Gary - Cold Day In Hell.cdg","Moore, Gary - Cold Day In Hell.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Moore, Gary - Cold Day In Hell.mp3","Moore, Gary - Cold Day In Hell.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Moore, Gary - Still Got The Blues.cdg","Moore, Gary - Still Got The Blues.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Moore, Gary - Still Got The Blues.mp3","Moore, Gary - Still Got The Blues.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Moore, Gary - The Sky Is Cryin'.cdg","Moore, Gary - The Sky Is Cryin'.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Moore, Gary - The Sky Is Cryin'.mp3","Moore, Gary - The Sky Is Cryin'.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Nazareth - Hair Of The Dog.cdg","Nazareth - Hair Of The Dog.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Nazareth - Hair Of The Dog.mp3","Nazareth - Hair Of The Dog.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Nazareth - Love Hurts.cdg","Nazareth - Love Hurts.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Nazareth - Love Hurts.mp3","Nazareth - Love Hurts.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Night Ranger - Don't Tell Me You Love Me.cdg","Night Ranger - Don't Tell Me You Love Me.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Night Ranger - Don't Tell Me You Love Me.mp3","Night Ranger - Don't Tell Me You Love Me.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Night Ranger - Sister Christian.cdg","Night Ranger - Sister Christian.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Night Ranger - Sister Christian.MP3","Night Ranger - Sister Christian.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Nugent, Ted - Cat Scratch Fever.cdg","Nugent, Ted - Cat Scratch Fever.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Nugent, Ted - Cat Scratch Fever.MP3","Nugent, Ted - Cat Scratch Fever.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Nugent, Ted - Hey Baby.cdg","Nugent, Ted - Hey Baby.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Nugent, Ted - Hey Baby.mp3","Nugent, Ted - Hey Baby.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Nugent, Ted - Journey To The Center Of Your Mind.cdg","Nugent, Ted - Journey To The Center Of Your Mind.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Nugent, Ted - Journey To The Center Of Your Mind.mp3","Nugent, Ted - Journey To The Center Of Your Mind.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Nugent, Ted - Just What The Doctor Ordered.cdg","Nugent, Ted - Just What The Doctor Ordered.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Nugent, Ted - Just What The Doctor Ordered.mp3","Nugent, Ted - Just What The Doctor Ordered.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Nugent, Ted - Wango Tango.cdg","Nugent, Ted - Wango Tango.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Nugent, Ted - Wango Tango.MP3","Nugent, Ted - Wango Tango.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Pantera - Cemetery Gates.CDG","Pantera - Cemetery Gates.CDG"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Pantera - Cemetery Gates.MP3","Pantera - Cemetery Gates.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Pantera - Cowboys From Hell.cdg","Pantera - Cowboys From Hell.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Pantera - Cowboys From Hell.mp3","Pantera - Cowboys From Hell.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Pantera - I'm Broken.cdg","Pantera - I'm Broken.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Pantera - I'm Broken.mp3","Pantera - I'm Broken.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Pantera - Walk.cdg","Pantera - Walk.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 3 - Karaoke - CDG\Pantera - Walk.mp3","Pantera - Walk.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\ - 6 min song - Scorpions - Still Loving You.cdg"," - 6 min song - Scorpions - Still Loving You.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\ - 6 min song - Scorpions - Still Loving You.mp3"," - 6 min song - Scorpions - Still Loving You.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Poison - Every Rose Has Its Thorn.cdg","Poison - Every Rose Has Its Thorn.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Poison - Every Rose Has Its Thorn.mp3","Poison - Every Rose Has Its Thorn.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Poison - Fallen Angel.cdg","Poison - Fallen Angel.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Poison - Fallen Angel.MP3","Poison - Fallen Angel.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Poison - I Want Action.cdg","Poison - I Want Action.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Poison - I Want Action.mp3","Poison - I Want Action.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Poison - I Won't Forget You.cdg","Poison - I Won't Forget You.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Poison - I Won't Forget You.mp3","Poison - I Won't Forget You.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Poison - Nothin' But A Good Time.cdg","Poison - Nothin' But A Good Time.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Poison - Nothin' But A Good Time.MP3","Poison - Nothin' But A Good Time.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Poison - Something To Believe In.cdg","Poison - Something To Believe In.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Poison - Something To Believe In.mp3","Poison - Something To Believe In.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Poison - Talk Dirty To Me.cdg","Poison - Talk Dirty To Me.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Poison - Talk Dirty To Me.MP3","Poison - Talk Dirty To Me.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Poison - Unskinny Bop.cdg","Poison - Unskinny Bop.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Poison - Unskinny Bop.mp3","Poison - Unskinny Bop.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Poison - Your Mama Don't Dance.cdg","Poison - Your Mama Don't Dance.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Poison - Your Mama Don't Dance.mp3","Poison - Your Mama Don't Dance.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Queensryche - Another Rainy Night (Without You).cdg","Queensryche - Another Rainy Night (Without You).cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Queensryche - Another Rainy Night (Without You).MP3","Queensryche - Another Rainy Night (Without You).MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Queensryche - I Don't Believe In Love.cdg","Queensryche - I Don't Believe In Love.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Queensryche - I Don't Believe In Love.MP3","Queensryche - I Don't Believe In Love.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Queensryche - Jet City Woman.cdg","Queensryche - Jet City Woman.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Queensryche - Jet City Woman.mp3","Queensryche - Jet City Woman.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Queensryche - Queen Of The Reich.cdg","Queensryche - Queen Of The Reich.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Queensryche - Queen Of The Reich.MP3","Queensryche - Queen Of The Reich.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Queensryche - Silent Lucidity.cdg","Queensryche - Silent Lucidity.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Queensryche - Silent Lucidity.mp3","Queensryche - Silent Lucidity.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Quiet Riot - Cum On Feel The Noize.cdg","Quiet Riot - Cum On Feel The Noize.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Quiet Riot - Cum On Feel The Noize.MP3","Quiet Riot - Cum On Feel The Noize.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Quiet Riot - Metal Health.cdg","Quiet Riot - Metal Health.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Quiet Riot - Metal Health.mp3","Quiet Riot - Metal Health.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Quiet Riot - Slick Black Cadillac.cdg","Quiet Riot - Slick Black Cadillac.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Quiet Riot - Slick Black Cadillac.mp3","Quiet Riot - Slick Black Cadillac.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Rainbow - All Night Long.cdg","Rainbow - All Night Long.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Rainbow - All Night Long.mp3","Rainbow - All Night Long.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Ratt - Back For More.cdg","Ratt - Back For More.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Ratt - Back For More.MP3","Ratt - Back For More.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Ratt - Round & Round.cdg","Ratt - Round & Round.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Ratt - Round & Round.MP3","Ratt - Round & Round.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Ratt - Way Cool Jr.cdg","Ratt - Way Cool Jr.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Ratt - Way Cool Jr.MP3","Ratt - Way Cool Jr.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Rush - Limelight.cdg","Rush - Limelight.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Rush - Limelight.MP3","Rush - Limelight.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Rush - Subdivisions.cdg","Rush - Subdivisions.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Rush - Subdivisions.mp3","Rush - Subdivisions.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Saxon - Wheels Of Steel.cdg","Saxon - Wheels Of Steel.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Saxon - Wheels Of Steel.mp3","Saxon - Wheels Of Steel.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Scorpions - Rock You Like A Hurricane.cdg","Scorpions - Rock You Like A Hurricane.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Scorpions - Rock You Like A Hurricane.MP3","Scorpions - Rock You Like A Hurricane.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Scorpions - The Zoo.cdg","Scorpions - The Zoo.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Scorpions - The Zoo.MP3","Scorpions - The Zoo.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Scorpions - Wind Of Change.cdg","Scorpions - Wind Of Change.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Scorpions - Wind Of Change.mp3","Scorpions - Wind Of Change.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Shotgun Messiah - Heartbreak Blvd.cdg","Shotgun Messiah - Heartbreak Blvd.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Shotgun Messiah - Heartbreak Blvd.mp3","Shotgun Messiah - Heartbreak Blvd.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Skid Row - 18 & Life.cdg","Skid Row - 18 & Life.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Skid Row - 18 & Life.MP3","Skid Row - 18 & Life.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Skid Row - Monkey Business.cdg","Skid Row - Monkey Business.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Skid Row - Monkey Business.mp3","Skid Row - Monkey Business.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Skid Row - Wasted Time.cdg","Skid Row - Wasted Time.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Skid Row - Wasted Time.MP3","Skid Row - Wasted Time.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Skid Row - Youth Gone Wild.cdg","Skid Row - Youth Gone Wild.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Skid Row - Youth Gone Wild.MP3","Skid Row - Youth Gone Wild.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\System Of A Down - Aerials.cdg","System Of A Down - Aerials.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\System Of A Down - Aerials.MP3","System Of A Down - Aerials.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\System Of A Down - B.Y.O.B..cdg","System Of A Down - B.Y.O.B..cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\System Of A Down - B.Y.O.B..mp3","System Of A Down - B.Y.O.B..mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\System Of A Down - Chop Suey.cdg","System Of A Down - Chop Suey.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\System Of A Down - Chop Suey.MP3","System Of A Down - Chop Suey.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Tesla - Modern Day Cowboy.cdg","Tesla - Modern Day Cowboy.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Tesla - Modern Day Cowboy.mp3","Tesla - Modern Day Cowboy.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Tesla - What You Give.cdg","Tesla - What You Give.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Tesla - What You Give.mp3","Tesla - What You Give.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Thin Lizzie - Jailbreak.cdg","Thin Lizzie - Jailbreak.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Thin Lizzie - Jailbreak.mp3","Thin Lizzie - Jailbreak.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Thin Lizzy - Dancin In The Moonlight.cdg","Thin Lizzy - Dancin In The Moonlight.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Thin Lizzy - Dancin In The Moonlight.mp3","Thin Lizzy - Dancin In The Moonlight.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Thin Lizzy - Rosalie.cdg","Thin Lizzy - Rosalie.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Thin Lizzy - Rosalie.mp3","Thin Lizzy - Rosalie.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Thin Lizzy - The Boys Are Back In Town.cdg","Thin Lizzy - The Boys Are Back In Town.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Thin Lizzy - The Boys Are Back In Town.mp3","Thin Lizzy - The Boys Are Back In Town.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Thin Lizzy - Waiting For An Alibi.cdg","Thin Lizzy - Waiting For An Alibi.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Thin Lizzy - Waiting For An Alibi.mp3","Thin Lizzy - Waiting For An Alibi.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Triumph - Lay It On The Line.cdg","Triumph - Lay It On The Line.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 4 - Karaoke - CDG\Triumph - Lay It On The Line.mp3","Triumph - Lay It On The Line.mp3"
